transaction_id,timestamp,customer_id,customer_age_group,customer_city,customer_state,merchant_id,merchant_category,payment_channel,device_type,amount_inr,status,is_fraud
TXN00002620,2025-09-01 12:36:47,CUST003625,45-54,Lucknow,Uttar Pradesh,MERCH00791,Education,Net Banking,Mobile App,3841.68,Success,False
TXN00007120,2025-09-01 12:39:05,CUST001823,18-24,Ahmedabad,Gujarat,MERCH00121,Grocery,UPI,Mobile App,700.81,Success,False
TXN00002485,2025-09-01 12:40:39,CUST003346,18-24,Indore,Madhya Pradesh,MERCH00443,Financial Services,UPI,Mobile App,8197.58,Success,False
TXN00007454,2025-09-01 12:41:56,CUST003183,25-34,Bengaluru,Karnataka,MERCH00272,Education,Credit Card,Desktop Web,4076.16,Success,False
TXN00051403,2025-09-01 12:45:32,CUST004354,18-24,Lucknow,Uttar Pradesh,MERCH00121,Grocery,Wallet,POS Terminal,724.36,Success,False
TXN00037975,2025-09-01 12:56:19,CUST002105,25-34,Chandigarh,Punjab,MERCH00384,Food Delivery,Net Banking,Mobile App,495.85,Success,False
TXN00016701,2025-09-01 13:05:45,CUST002221,55+,Ahmedabad,Gujarat,MERCH00629,Grocery,Debit Card,Mobile Web,628.89,Success,False
TXN00019258,2025-09-01 13:09:40,CUST001160,35-44,Pune,Maharashtra,MERCH00259,Entertainment,Net Banking,Desktop Web,521.84,Success,False
TXN00052993,2025-09-01 13:12:08,CUST004521,45-54,Surat,Gujarat,MERCH00298,Entertainment,UPI,Mobile App,630.76,Success,False
TXN00028321,2025-09-01 13:19:29,CUST002476,55+,Delhi,Delhi,MERCH00080,Food Delivery,UPI,Mobile App,658.11,Success,False
TXN00059490,2025-09-01 13:21:08,CUST000535,45-54,Kolkata,West Bengal,MERCH00775,Food Delivery,UPI,Desktop Web,20.0,Success,False
TXN00003897,2025-09-01 13:29:18,CUST003966,25-34,Kochi,Kerala,MERCH00644,E-commerce,Net Banking,Desktop Web,20.0,Success,False
TXN00059859,2025-09-01 13:37:17,CUST001399,25-34,Lucknow,Uttar Pradesh,MERCH00293,Fashion,Debit Card,Mobile App,1547.42,Success,False
TXN00033280,2025-09-01 13:39:39,CUST000842,18-24,Mumbai,Maharashtra,MERCH00577,Utilities,UPI,Desktop Web,703.98,Success,False
TXN00011924,2025-09-01 13:42:12,CUST002125,25-34,Bhopal,Madhya Pradesh,MERCH00333,Utilities,UPI,Mobile App,405.76,Success,False
TXN00036598,2025-09-01 13:55:24,CUST001070,55+,Nagpur,Maharashtra,MERCH00309,Grocery,Debit Card,Mobile App,904.73,Success,False
TXN00003511,2025-09-01 14:15:28,CUST004760,18-24,Hyderabad,Telangana,MERCH00363,Utilities,Debit Card,Mobile App,1206.07,Success,False
TXN00013026,2025-09-01 14:17:06,CUST003943,25-34,Pune,Maharashtra,MERCH00234,E-commerce,UPI,Mobile App,956.93,Success,False
TXN00017699,2025-09-01 14:35:05,CUST001252,25-34,Bengaluru,Karnataka,MERCH00694,Fashion,UPI,Mobile App,3194.24,Failed,False
TXN00031399,2025-09-01 14:47:26,CUST002805,35-44,Lucknow,Uttar Pradesh,MERCH00282,Fuel,UPI,Mobile App,1119.33,Success,False
TXN00011844,2025-09-01 14:47:51,CUST001840,35-44,Ahmedabad,Gujarat,MERCH00662,Entertainment,Debit Card,Mobile Web,390.96,Success,False
TXN00055540,2025-09-01 14:49:37,CUST001270,45-54,Ahmedabad,Gujarat,MERCH00127,E-commerce,UPI,Mobile App,1677.16,Success,False
TXN00017737,2025-09-01 15:06:00,CUST000019,25-34,Bengaluru,Karnataka,MERCH00293,Fashion,Debit Card,Mobile App,4782.5,Success,False
TXN00004902,2025-09-01 15:23:31,CUST002507,25-34,Bengaluru,Karnataka,MERCH00482,Entertainment,Debit Card,Mobile App,401.03,Success,False
TXN00036634,2025-09-01 15:24:58,CUST004884,18-24,Jaipur,Rajasthan,MERCH00718,Grocery,Debit Card,Mobile App,394.27,Success,False
TXN00056017,2025-09-01 15:30:53,CUST004823,25-34,Kochi,Kerala,MERCH00645,Grocery,UPI,Mobile App,579.3,Success,False
TXN00058252,2025-09-01 15:33:27,CUST002662,25-34,Hyderabad,Telangana,MERCH00449,Financial Services,Net Banking,Mobile App,4017.98,Failed,False
TXN00005563,2025-09-01 15:33:55,CUST004360,25-34,Guwahati,Assam,MERCH00774,Fuel,Wallet,Mobile App,799.14,Success,False
TXN00032740,2025-09-01 15:38:44,CUST001312,25-34,Hyderabad,Telangana,MERCH00081,E-commerce,UPI,Mobile Web,2764.3,Success,False
TXN00056114,2025-09-01 15:50:43,CUST003254,25-34,Pune,Maharashtra,MERCH00121,Grocery,UPI,Mobile App,375.62,Success,False
TXN00048778,2025-09-01 15:50:45,CUST004494,25-34,Mumbai,Maharashtra,MERCH00332,E-commerce,UPI,Mobile App,4826.43,Success,False
TXN00037510,2025-09-01 15:59:13,CUST003531,25-34,Jaipur,Rajasthan,MERCH00298,Entertainment,UPI,POS Terminal,591.04,Success,False
TXN00034583,2025-09-01 16:01:27,CUST002920,18-24,Hyderabad,Telangana,MERCH00248,Financial Services,UPI,Mobile App,2280.1,Success,False
TXN00016411,2025-09-01 16:02:42,CUST004522,55+,Mumbai,Maharashtra,MERCH00611,Food Delivery,Debit Card,Desktop Web,256.8,Success,False
TXN00025029,2025-09-01 16:25:39,CUST000041,18-24,Nagpur,Maharashtra,MERCH00788,Fuel,Net Banking,Mobile App,1326.41,Success,False
TXN00055332,2025-09-01 16:28:41,CUST001753,18-24,Bengaluru,Karnataka,MERCH00008,Fuel,UPI,Mobile App,1024.17,Success,False
TXN00040006,2025-09-01 16:38:30,CUST004894,35-44,Hyderabad,Telangana,MERCH00298,Entertainment,UPI,Mobile App,20.0,Success,False
TXN00051169,2025-09-01 16:54:46,CUST000357,35-44,Mumbai,Maharashtra,MERCH00298,Entertainment,Net Banking,Mobile App,705.69,Success,False
TXN00010489,2025-09-01 16:55:41,CUST001089,18-24,Nagpur,Maharashtra,MERCH00293,Fashion,Credit Card,Mobile Web,1175.53,Success,False
TXN00040051,2025-09-01 16:59:34,CUST001944,25-34,Hyderabad,Telangana,MERCH00452,Financial Services,UPI,Mobile App,6653.3,Success,False
TXN00048793,2025-09-01 17:04:13,CUST004235,18-24,Pune,Maharashtra,MERCH00437,Fuel,Credit Card,Desktop Web,996.63,Success,False
TXN00024355,2025-09-01 17:04:14,CUST001609,35-44,Hyderabad,Telangana,MERCH00177,Grocery,UPI,Mobile App,1209.01,Success,False
TXN00023341,2025-09-01 17:09:24,CUST004960,55+,Sangli,Maharashtra,MERCH00121,Grocery,UPI,Mobile App,1035.19,Success,False
TXN00051343,2025-09-01 17:13:23,CUST004802,45-54,Delhi,Delhi,MERCH00797,E-commerce,UPI,POS Terminal,1524.94,Success,False
TXN00022659,2025-09-01 17:16:27,CUST004677,18-24,Delhi,Delhi,MERCH00184,Entertainment,Debit Card,Mobile App,839.91,Success,False
TXN00003915,2025-09-01 17:24:02,CUST001446,18-24,Patna,Bihar,MERCH00032,Fuel,UPI,Mobile App,1872.64,Success,False
TXN00003003,2025-09-01 17:31:41,CUST001124,35-44,Coimbatore,Tamil Nadu,MERCH00298,Entertainment,UPI,Mobile App,516.92,Success,False
TXN00027234,2025-09-01 17:35:26,CUST001450,25-34,Chennai,Tamil Nadu,MERCH00646,Entertainment,UPI,Mobile App,668.1,Failed,False
TXN00047808,2025-09-01 17:47:19,CUST000829,18-24,Delhi,Delhi,MERCH00466,Grocery,Net Banking,Mobile Web,442.03,Success,False
TXN00036936,2025-09-01 17:52:27,CUST001263,35-44,Patna,Bihar,MERCH00508,E-commerce,Wallet,Mobile App,20.0,Success,False
TXN00003715,2025-09-01 17:54:22,CUST003543,18-24,Delhi,Delhi,MERCH00615,Entertainment,Net Banking,Mobile App,752.5,Success,False
TXN00016983,2025-09-01 17:54:50,CUST004946,18-24,Indore,Madhya Pradesh,MERCH00023,Healthcare,UPI,Mobile Web,2290.7,Success,False
TXN00030348,2025-09-01 18:01:41,CUST003457,18-24,Delhi,Delhi,MERCH00618,Fuel,UPI,Mobile App,929.03,Success,False
TXN00011566,2025-09-01 18:18:02,CUST001726,35-44,Mumbai,Maharashtra,MERCH00496,Food Delivery,Debit Card,Mobile App,249.11,Success,False
TXN00044252,2025-09-01 18:37:52,CUST002401,18-24,Pune,Maharashtra,MERCH00306,Food Delivery,Debit Card,Mobile App,317.74,Success,False
TXN00023655,2025-09-01 18:39:26,CUST002389,18-24,Kolkata,West Bengal,MERCH00216,Fuel,UPI,Mobile App,1764.02,Success,False
TXN00001564,2025-09-01 18:45:22,CUST004389,18-24,Hyderabad,Telangana,MERCH00442,Food Delivery,UPI,Mobile Web,269.07,Success,False
TXN00037988,2025-09-01 18:48:02,CUST002316,35-44,Mumbai,Maharashtra,MERCH00282,Fuel,UPI,POS Terminal,1342.33,Success,False
TXN00041496,2025-09-01 18:50:15,CUST001546,35-44,Delhi,Delhi,MERCH00254,Entertainment,UPI,Mobile App,518.66,Success,False
TXN00021987,2025-09-01 18:57:51,CUST004355,55+,Hyderabad,Telangana,MERCH00127,E-commerce,UPI,Mobile App,1858.18,Success,False
TXN00053210,2025-09-01 19:01:57,CUST001248,55+,Chennai,Tamil Nadu,MERCH00408,E-commerce,Debit Card,Mobile App,737.43,Success,False
TXN00006758,2025-09-01 19:04:53,CUST004151,25-34,Chennai,Tamil Nadu,MERCH00036,Grocery,Wallet,Mobile App,764.01,Success,False
TXN00009689,2025-09-01 19:12:58,CUST003935,35-44,Jaipur,Rajasthan,MERCH00127,E-commerce,Net Banking,Mobile App,3460.76,Success,False
TXN00056298,2025-09-01 19:17:30,CUST000183,45-54,Pune,Maharashtra,MERCH00293,Fashion,Wallet,Mobile App,1568.02,Success,False
TXN00011953,2025-09-01 19:28:54,CUST003584,18-24,Indore,Madhya Pradesh,MERCH00310,Grocery,UPI,Mobile App,643.12,Success,False
TXN00026668,2025-09-01 19:29:57,CUST004772,18-24,Kolkata,West Bengal,MERCH00127,E-commerce,UPI,Mobile App,120.56,Success,False
TXN00004448,2025-09-01 19:35:05,CUST002507,25-34,Bengaluru,Karnataka,MERCH00121,Grocery,Wallet,Mobile App,1373.27,Success,False
TXN00051743,2025-09-01 19:35:49,CUST002275,25-34,Delhi,Delhi,MERCH00282,Fuel,UPI,POS Terminal,1502.34,Success,False
TXN00059412,2025-09-01 19:41:11,CUST002122,45-54,Mumbai,Maharashtra,MERCH00599,Entertainment,Net Banking,Mobile App,533.08,Success,False
TXN00052416,2025-09-01 19:46:53,CUST000591,35-44,Chennai,Tamil Nadu,MERCH00684,E-commerce,Debit Card,POS Terminal,2230.6,Success,False
TXN00039405,2025-09-01 19:49:47,CUST001206,35-44,Surat,Gujarat,MERCH00234,E-commerce,Wallet,Mobile App,4335.21,Success,False
TXN00036663,2025-09-01 19:50:13,CUST000205,35-44,Lucknow,Uttar Pradesh,MERCH00386,Education,UPI,Mobile App,9076.01,Success,False
TXN00042563,2025-09-01 19:51:38,CUST002105,25-34,Chandigarh,Punjab,MERCH00298,Entertainment,Wallet,Mobile App,535.68,Success,False
TXN00013519,2025-09-01 19:54:00,CUST004745,18-24,Sangli,Maharashtra,MERCH00628,Food Delivery,UPI,Mobile App,646.12,Success,False
TXN00023536,2025-09-01 19:58:26,CUST003484,45-54,Patna,Bihar,MERCH00032,Fuel,UPI,Mobile App,1276.16,Success,False
TXN00028724,2025-09-01 20:01:10,CUST003981,35-44,Lucknow,Uttar Pradesh,MERCH00121,Grocery,UPI,Mobile App,1032.31,Success,False
TXN00027265,2025-09-01 20:01:50,CUST001248,55+,Chennai,Tamil Nadu,MERCH00332,E-commerce,Credit Card,Mobile App,5147.25,Failed,False
TXN00055485,2025-09-01 20:13:09,CUST002932,25-34,Delhi,Delhi,MERCH00694,Fashion,UPI,Desktop Web,1559.97,Success,False
TXN00025012,2025-09-01 20:22:23,CUST000854,25-34,Surat,Gujarat,MERCH00032,Fuel,UPI,Mobile App,974.31,Success,False
TXN00054935,2025-09-01 20:52:42,CUST004300,25-34,Chennai,Tamil Nadu,MERCH00298,Entertainment,Credit Card,Mobile App,737.78,Success,False
TXN00045619,2025-09-01 21:07:41,CUST004132,25-34,Pune,Maharashtra,MERCH00082,Utilities,UPI,Mobile App,1223.16,Failed,False
TXN00027414,2025-09-01 21:12:09,CUST000703,45-54,Chennai,Tamil Nadu,MERCH00293,Fashion,UPI,Mobile App,3663.42,Success,False
TXN00044026,2025-09-01 21:20:29,CUST003810,55+,Delhi,Delhi,MERCH00082,Utilities,UPI,Mobile App,1030.42,Success,False
TXN00052648,2025-09-01 21:21:00,CUST002207,25-34,Sangli,Maharashtra,MERCH00355,Grocery,UPI,Mobile App,633.03,Success,False
TXN00010443,2025-09-01 21:24:27,CUST002747,18-24,Bhopal,Madhya Pradesh,MERCH00354,Fuel,UPI,Mobile App,1267.67,Success,False
TXN00018212,2025-09-01 21:30:48,CUST001512,18-24,Bengaluru,Karnataka,MERCH00021,Fuel,UPI,Mobile App,1272.4,Success,False
TXN00000847,2025-09-01 21:36:32,CUST004206,45-54,Bengaluru,Karnataka,MERCH00127,E-commerce,UPI,Mobile App,2565.29,Success,False
TXN00039778,2025-09-01 21:46:20,CUST002466,25-34,Guwahati,Assam,MERCH00452,Financial Services,Credit Card,Mobile App,2977.8,Success,False
TXN00035248,2025-09-01 21:47:51,CUST000829,18-24,Delhi,Delhi,MERCH00728,Grocery,UPI,Mobile App,819.17,Success,False
TXN00043546,2025-09-01 21:49:39,CUST002402,55+,Chandigarh,Punjab,MERCH00103,Healthcare,Credit Card,Mobile Web,2423.91,Success,False
TXN00038440,2025-09-01 21:49:40,CUST002507,25-34,Bengaluru,Karnataka,MERCH00298,Entertainment,Credit Card,Desktop Web,20.0,Success,False
TXN00042013,2025-09-01 21:53:20,CUST001934,35-44,Pune,Maharashtra,MERCH00083,Food Delivery,UPI,Mobile App,394.04,Success,False
TXN00049734,2025-09-01 21:54:05,CUST003118,25-34,Guwahati,Assam,MERCH00531,Travel,UPI,Mobile App,6863.97,Success,False
TXN00005066,2025-09-01 22:13:54,CUST000646,25-34,Hyderabad,Telangana,MERCH00245,E-commerce,UPI,Mobile App,1707.85,Success,False
TXN00002301,2025-09-01 22:15:51,CUST000881,25-34,Hyderabad,Telangana,MERCH00127,E-commerce,Wallet,Mobile App,1249.15,Success,False
TXN00058376,2025-09-01 22:25:24,CUST003386,55+,Hyderabad,Telangana,MERCH00293,Fashion,Wallet,Mobile Web,3209.64,Success,False
TXN00022748,2025-09-01 22:47:16,CUST004026,25-34,Chennai,Tamil Nadu,MERCH00642,Fuel,Credit Card,Mobile Web,1197.39,Success,False
TXN00013070,2025-09-01 22:53:28,CUST002105,25-34,Chandigarh,Punjab,MERCH00293,Fashion,Net Banking,Mobile App,1443.42,Success,False
TXN00035032,2025-09-01 22:59:45,CUST001372,18-24,Bengaluru,Karnataka,MERCH00332,E-commerce,Credit Card,Mobile App,3442.68,Success,False
TXN00002697,2025-09-01 23:22:28,CUST004300,25-34,Chennai,Tamil Nadu,MERCH00485,Entertainment,Debit Card,Mobile Web,702.73,Success,False
TXN00023186,2025-09-01 23:41:11,CUST001160,35-44,Pune,Maharashtra,MERCH00799,Healthcare,Debit Card,Mobile App,1997.96,Failed,False
TXN00028335,2025-09-02 01:56:23,CUST000339,25-34,Mumbai,Maharashtra,MERCH00265,Financial Services,Credit Card,Desktop Web,2185.19,Success,False
TXN00014174,2025-09-02 02:02:15,CUST000807,55+,Indore,Madhya Pradesh,MERCH00658,Utilities,UPI,Mobile App,687.42,Success,False
TXN00057905,2025-09-02 03:17:40,CUST002635,35-44,Lucknow,Uttar Pradesh,MERCH00288,Fashion,Wallet,Mobile App,2196.92,Success,False
TXN00028764,2025-09-02 04:59:31,CUST001865,55+,Bengaluru,Karnataka,MERCH00436,Food Delivery,UPI,POS Terminal,20.0,Success,False
TXN00047197,2025-09-02 05:13:59,CUST002860,25-34,Delhi,Delhi,MERCH00677,Grocery,Wallet,Mobile Web,809.55,Success,False
TXN00054889,2025-09-02 06:14:16,CUST000566,25-34,Mumbai,Maharashtra,MERCH00306,Food Delivery,Wallet,Mobile App,479.4,Success,False
TXN00059242,2025-09-02 07:09:30,CUST001454,25-34,Kochi,Kerala,MERCH00365,Fashion,UPI,Mobile Web,2029.07,Success,False
TXN00055684,2025-09-02 07:12:48,CUST004673,35-44,Ahmedabad,Gujarat,MERCH00773,Healthcare,Debit Card,Mobile Web,2570.82,Success,False
TXN00046965,2025-09-02 07:18:48,CUST001379,25-34,Hyderabad,Telangana,MERCH00127,E-commerce,Wallet,Mobile Web,20.0,Success,False
TXN00020598,2025-09-02 07:23:21,CUST000829,18-24,Delhi,Delhi,MERCH00041,Food Delivery,UPI,POS Terminal,20.0,Success,False
TXN00010248,2025-09-02 07:26:08,CUST001935,25-34,Ahmedabad,Gujarat,MERCH00253,E-commerce,UPI,Mobile App,2611.42,Success,False
TXN00010013,2025-09-02 07:31:03,CUST002064,35-44,Surat,Gujarat,MERCH00298,Entertainment,UPI,Mobile App,110.7,Success,False
TXN00040876,2025-09-02 07:40:43,CUST001637,25-34,Nagpur,Maharashtra,MERCH00599,Entertainment,UPI,Mobile App,752.92,Success,False
TXN00012152,2025-09-02 07:47:26,CUST002690,18-24,Bengaluru,Karnataka,MERCH00293,Fashion,UPI,Mobile Web,4123.87,Success,False
TXN00036853,2025-09-02 07:48:59,CUST001176,35-44,Indore,Madhya Pradesh,MERCH00412,Fuel,UPI,Mobile App,1157.3,Success,False
TXN00035508,2025-09-02 07:55:24,CUST001646,35-44,Ahmedabad,Gujarat,MERCH00032,Fuel,UPI,Mobile App,2078.44,Success,False
TXN00044585,2025-09-02 07:55:39,CUST004473,55+,Coimbatore,Tamil Nadu,MERCH00747,Fuel,UPI,Mobile App,2117.37,Success,False
TXN00016845,2025-09-02 08:10:24,CUST004545,25-34,Sangli,Maharashtra,MERCH00032,Fuel,UPI,POS Terminal,1241.68,Success,False
TXN00018422,2025-09-02 08:16:48,CUST002319,35-44,Chennai,Tamil Nadu,MERCH00179,Fashion,UPI,Mobile App,770.45,Success,False
TXN00034662,2025-09-02 08:21:20,CUST002105,25-34,Chandigarh,Punjab,MERCH00260,Healthcare,UPI,Mobile App,2262.97,Success,False
TXN00050922,2025-09-02 08:25:55,CUST004638,25-34,Mumbai,Maharashtra,MERCH00353,Fashion,UPI,Mobile App,2171.94,Success,False
TXN00024084,2025-09-02 08:26:14,CUST004651,25-34,Bhopal,Madhya Pradesh,MERCH00121,Grocery,Wallet,Mobile Web,1091.48,Success,False
TXN00039022,2025-09-02 08:41:17,CUST002244,55+,Hyderabad,Telangana,MERCH00254,Entertainment,UPI,Mobile Web,263.06,Success,False
TXN00054245,2025-09-02 08:42:17,CUST001648,55+,Mumbai,Maharashtra,MERCH00120,Financial Services,Net Banking,Mobile App,7847.41,Failed,False
TXN00032107,2025-09-02 08:42:56,CUST000065,25-34,Bhopal,Madhya Pradesh,MERCH00391,E-commerce,Net Banking,Mobile Web,657.23,Success,False
TXN00029196,2025-09-02 08:58:44,CUST000456,45-54,Mumbai,Maharashtra,MERCH00731,Food Delivery,Credit Card,Mobile App,291.24,Success,False
TXN00014840,2025-09-02 09:00:15,CUST004762,25-34,Delhi,Delhi,MERCH00127,E-commerce,UPI,Mobile App,3289.06,Success,False
TXN00044881,2025-09-02 09:04:22,CUST002655,45-54,Delhi,Delhi,MERCH00367,Financial Services,UPI,Mobile App,1843.79,Success,False
TXN00041116,2025-09-02 09:06:22,CUST001637,25-34,Nagpur,Maharashtra,MERCH00396,Utilities,UPI,Mobile App,966.5,Success,False
